date,type,registration,operator,fatalities,location,damage,detail_url,aircraft_category,type_code,time,msn,engine_model,fatalities_detail,other_fatalities,category,phase,nature,departure_airport,destination_airport,narrative
6 Sep 2014,Fokker 50,5Y-BYE,"Jubba Airways, lsf Skyward International Aviation",0,Mogadishu International Airport (MGQ),sub,https://aviation-safety.net/wikibase/320452,Fokker 50,F50,,20204,Pratt & Whitney Canada PW125B,Fatalities: 0 / Occupants: 24,0,Accident,Landing,Passenger - Scheduled,Galkayo Airport (GLK/HCMR),Mogadishu International Airport (MGQ/HCMM),"A Fokker 50 passenger plane, operating on a flight for Jubba Airways, sustained substantial damage in a runway excursion accident at Mogadishu International Airport (MGQ), Somalia.
The airplane performed flight 3J715 from Galkayo Airport (GLK) to Mogadishu. Upon landing the airplane suffered a runway excursion. It went down a small embankment and collided with a concrete perimeter fence. The right hand main landing gear collapsed, the nose was crushed and the forward fuselage sustained structural damage."
4 Jan 2015,Fokker 50,5Y-SIB,Skyward Express,0,Nairobi-Jomo Kenyatta International Airport (NBO),sub,https://aviation-safety.net/wikibase/320377,Fokker 50,F50,11:02,20167,Pratt & Whitney Canada PW125B,Fatalities: 0 / Occupants: 10,0,Accident,Landing,Cargo,Wajir Airport (WJR/HKWJ),Nairobi-Wilson Airport (WIL/HKNW),"A Skyward Fokker 50, registration 5Y-SIB, performing a cargo flight from Wajir to Nairobi-Wilson Airport was on downwind runway 07, when the crew received indication that the left main gear did not extend and lock in the down position. The crew aborted the approach and opted to extend downwind and then entered a hold, where it was confirmed the gear had not extended.
While taking off at Wajir runway 15 at 09:40, while passing 200 feet above ground level the crew noticed a flock of birds and experienced a bird strike, but decided to proceed on with the flight when they were satisfied with their safety review of the situation.
Visual inspection by the crew revealed a large bird carcass hanging from the left main landing gear. At 10:55 the crew requested for diversion to Nairobi-Jomo Kenyatta Airport as they declared full emergency landing and was cleared to join base runway 06.
The crew subsequently decided to perform a gear up landing and landed the aircraft on runway 06 at about 11:02 skidding to a halt 2 km from the threshold on the runway. No injuries were reported.
A post removal inspection revealed evidence of a bird strike lodged into the left main gear structure.

Probable Cause: ""The cause of the accident was the failure of the left Main Landing Gear,MLG to extend during landing due to a bird strike which disabled proper functioning of the mechanical system that controls the opening and closing the door to the left MLG.""


METAR:

07:00 UTC / 10:00 local time:
HKJK 040700Z VRB05KT CAVOK 24/10 Q1022 NOSIG


08:00 UTC / 11:00 local time:
HKJK 040800Z 04006KT 340V090 9999 FEW026 26/10 Q1021 NOSIG


08:30 UTC / 11:30 local time:
HKJK 040830Z 04009KT 360V100 9999 FEW026 27/09 Q1020


Accident investigation:
	
 	 
Investigating agency: 	AAID Kenya
Report number: 	Final report
Status:	Investigation completed
Duration:	3 years and 7 months
Download report:	 Final report"
13 Jul 2015,Fokker 50,OO-VLM,VLM Airlines,0,Genève-Cointrin Airport (GVA/LSGG),non,https://aviation-safety.net/wikibase/396630,Fokker 50,F50,,20135,P&W Canada PW125B,Fatalities: 0 / Occupants: 14,0,Serious incident,Taxi,Passenger - Scheduled,GenÃ¨ve-Cointrin Airport (GVA/LSGG),,"During taxi for departure, as the aircraft approached abeam of exit Charlie, the cabin chief informs the flight crew that it was very hot in the cabin. At the same time, the crew also noticed a burning smell.
The red â€œsmoke in the toiletâ€ alarm was triggered. The PIC stopped the aircraft and a Mayday was declared. The PIC initiated the aircraft evacuation procedure. All passengers exited calmly through door 2R (rear right), and no one was injured.
White smoke was observed when the toilet door was opened.

It turned out that a ball bearing on the rotor of the right turbo-cooling unit was broken, blocking the rotor. The blades of the rotor were damaged by rubbing against the stator. The carbon seal near the ball bearing was damaged. Oil leaked from the casing and spread into the turbine section of the unit, causing smoke to be emitted.


Accident investigation:
	
 	 
Investigating agency: 	STSB
Report number: 	
Status:	Investigation completed
Duration:	5 months
Download report:	 Final report"
14 Jul 2015,Fokker 50,9Q-CJB,Compagnie Africaine d'Aviation - CAA,0,Goma Airport (GOM),sub,https://aviation-safety.net/wikibase/320266,Fokker 50,F50,,20205,Pratt & Whitney Canada PW125B,Fatalities: 0 / Occupants:,0,Accident,Standing,Test,Goma Airport (GOM/FZNA),Goma Airport (GOM/FZNA),"A Fokker 50 passenger plane, operated by Compagnie Africaine d'Aviation (CAA), sustained substantial damage in a ground accident at Goma Airport (GOM), Democratic Republic of the Congo.
As the engines were running in preparation for a test flight, the main landing gear folded back, causing the fuselage to hit the tarmac. The fuselage sustained severe wrinkling to the forward fuselage."
10 Oct 2015,Fokker 50,JU-8250,Aero Mongolia,0,near Khanbumbat,min,https://aviation-safety.net/wikibase/525835,Fokker 50,F50,c. 15:04 LT,20210,P&W Canada PW125B,Fatalities: 0 / Occupants: 53,0,Serious incident,Initial climb,Passenger - Scheduled,ZMKB,Ulaanbaatar-Chinggis Khaan International Airport (UBN/ZMCK),"An aircraft of type F27 Mk050 (hereinafter referred to as F50) of Aeromongolia LLC, registration number JU-8250, took off from Khanbumbat Airport, Umnugovi Province at 08:59 local time on 10 October 2015 and was flying at an altitude of 6300 m. At 10:05 local time, the oil pressure of the left engine was 40 After 6-7 minutes of flight with psid reduced, the temperature between the engine turbines increased and the engine speed decreased, so the flight crew reported that they shut down the left engine and performed a single engine landing in accordance with the Abnormal procedure â€œengine oil not in green bandâ€ and Emergency procedure â€œengine oil pressure lowâ€.


Accident investigation:
	
 	 
Investigating agency: 	AAIB Mongolia
Report number: 	
Status:	Investigation completed
Duration:	4 months
Download report:	 Final report"
23 Mar 2016,Fokker 50,JU-8883,Hunnu Air,0,near Manzhouli Xijiao Airport (NZH/ZBMZ),non,https://aviation-safety.net/wikibase/525842,Fokker 50,F50,c. 08:00 UTC,20181,P&W Canada PW125B,Fatalities: 0 / Occupants:,0,Incident,Approach,Passenger - Scheduled,Ulaanbaatar-Chinggis Khaan International Airport (UBN/ZMCK),Manzhouli Xijiao Airport (NZH/ZBMZ),"Hunnu Air LLC's F27 Mk050 (hereinafter referred to as F50) aircraft with registration number JU-8883
on 2016.03.23, at 08:00 international time during the landing approach to NZH Airport in Manzhouli, China, the Low qty, Master caution lights came on and the Double chime sounded, indicating that the hydraulic fluid level had reached 40%. The flight commander decided to continue the landing and landed normally.


Accident investigation:
	
 	 
Investigating agency: 	AAIB Mongolia
Report number: 	
Status:	Investigation completed
Duration:	4 months
Download report:	 Final report"
21 Apr 2016,Fokker 50,OO-VLF,VLM Airlines,0,10 NM north-east of Friedrichshafen airport (EDNY),non,https://aviation-safety.net/wikibase/215961,Fokker 50,F50,10:14,20208,P&W Canada PW125B,Fatalities: 0 / Occupants: 33,0,Serious incident,Approach,Passenger - Scheduled,Berlin-Tegel Airport (TXL/EDDT),Friedrichshafen airport (EDNY),"On 21 April 2016, the second day of the aviation exhibition AERO-Friedrichshafen, the pilot of the pistoned-engine Piper PA-28RT-201T, registration OK-ELL, with three passengers on board, made initial contact at 08:03:27 UTC with the Friedrichshafen (EDNY) aerodrome control on frequency 120.075 MHz for landing. The pilot notified the air traffic controller that he had passed Kempten and was going to descend to 4000 ft QNH.
At the aerodrome control of Friedrichshafen Airport two air traffic controllers’ workstations were allotted with the descriptions VFR Pick-up, respectively PL-Main. After initial contact, the pilot of OK-ELL was instructed by the VFR Pick-up controller to fly directly towards the waypoint OSCAR, north-west of the airport, thereby remaining outside of the control zone (CTR).
Roughly four minutes later, the crew of a Fokker 50 with flight plan call sign VLM 22TX and 33 passengers on board, made initial contact with the radar executive (RE) air traffic controller of the approach control (APP). The latter then issued a heading and a descent clearance with the intention of guiding VLM 22TX via a right-hand base towards a waypoint situated on the extended centreline of runway 24 and approximately 11 NM from the threshold for an instrument approach.
When OK-ELL was roughly 20 NM east of the airport at an altitude of 4000 ft AMSL, the pilot was cleared by the VFR Pick-up aerodrome controller to join the final approach leg of runway 24.
At 08:12:49 UTC, the flight crew of flight VLM 22TX was cleared by the RE air traffic controller to descend to 5000 ft QNH. Half a minute later, they were cleared to turn to a heading of 150 degrees for the base leg, coupled with the clearance to descend to 4000 ft QNH.
After having been transferred to the PL Main air traffic controller, the pilot of OK-ELL called on frequency 134.300 MHz at 08:13:44 UTC on long final to runway 24. At 08:13:58 UTC, the PL Main aerodrome controller instructed the pilot of OK-ELL to turn right towards the waypoint OSCAR and to remain outside of the CTR.
At 08:14:06 UTC the ground based short term conflict alert (STCA) generated an alarm between VLM 22TX and OK-ELL, followed ten seconds later at 08:14:16 UTC by a traffic information provided to the flight crew of VLM 22TX by the RE air traffic controller concerning an unknown VFR traffic. He then provided a second traffic information at 08:14:37 UTC. Despite good visual meteorological conditions, the visibility through the flight deck windows of VLM 22TX was impaired by the reflection and position of the sun, which is why the flight crew could only identify and follow the intruding traffic at the same altitude with the information displayed by their traffic alert and collision avoidance system (TCAS). The commander subsequently decided to initiate an avoidance manoeuvre by turning 90 degrees to the right.
At approximately the same time, following the traffic information, the pilot of OK-ELL reported that he had visual contact with the Fokker 50. During the avoidance manoeuvre of VLM 22TX, the two aircraft crossed at an altitude of approximately 4000 ft AMSL. The closest point of approach at 08:14:54 UTC was 0.5 NM horizontally und 100 ft vertically.
Both aircraft continued their approach without further events.

Causes:
The serious incident is attributable to a dangerous convergence of two aircraft flying on a converging course in airspace class E during an aviation exhibition, during which time the commercial aircraft flying under instrument flight rules was in contact with the approach control, while the light aircraft flying under visual flight rules was in radio contact with the aerodrome control.
The dangerous convergence arose from the concurrence of the following factors in chronological order:
- The operational concept consisting of the simultaneous approach of traffic under visual and instrument flight rules during the trade fair entailed systemic risks.
- The pilots of both aircraft were not in radio contact with the same air traffic control unit.
- The traffic guidance within the aerodrome control service concerning the light aircraft approaching under visual flight rules was coordinated inadequately.
- The traffic alert and collision avoidance system on board the commercial aircraft did not generate a resolution advisory due to a lateral avoidance manoeuvre.
- The traffic information provided by the aerodrome control to the pilot of the light aircraft was given too late.
- The pilots of both aircraft only acquired a late visual contact of each other.
The current classification of the airspace, in which the dangerous convergence took place, contributed to the occurrence of the serious incident.



Accident investigation:
	
 	 
Investigating agency: 	STSB
Report number: 	
Status:	Investigation completed
Duration:	2 years and 5 months
Download report:	 Final report"
30 Apr 2016,Fokker 50,SE-LEZ,"Air Vallée, opb Amapola Flyg",0,Catania-Fontanarossa Airport (CTA),sub,https://aviation-safety.net/wikibase/320088,Fokker 50,F50,11:34,20128,Pratt & Whitney Canada PW125B,Fatalities: 0 / Occupants: 21,0,Accident,Landing,Passenger - Scheduled,Rimini Airport (RMI/LIPR),Catania-Fontanarossa Airport (CTA/LICC),"Air VallÃ©e flight 233 made a nose gear-up landing at Catania-Fontanarossa Airport (CTA), Italy.
The aircraft, a Fokker 50, operated by Amapola Flyg on behalf of Air VallÃ©e, departed Rimini at 08:49 on a domestic service to Catania. The aircraft was approaching runway 08 at Catania Airport when the nose landing gear failed to deploy. The approach was abandoned about 10:37 hours. The airplane climbed to 2900 feet and entered a holding pattern to the east of the airport while the crew tried to troubleshoot the problem.
Finally a forced landing was carried out on runway 08 at 11:34 with the nose gear doors open but the nose gear retracted.

CAUSES
The accident was caused by the failure of the nose landing gear (nose gear up) due to over-extension of the shock absorber which caused interference between the tires and the NLG compartment and locked the NLG in a retracted position.
The over-extension was caused by the incorrect installation of some internal components of the shock absorber during the replacement of the internal seals the day before the accident.

The following factors contributed significantly to the improper activity conducted at maintenance:
- the insufficient experience of technical personnel in carrying out the maintenance tasks conducted on the NLG;
- the lack of controls on the operations carried out, deemed unnecessary by the CAMO engineering department;
- the lack of definition of roles and tasks during the planning phase of the maintenance work;
- the operational pressure on maintenance personnel, arising from the need to conclude maintenance operations quickly in order not to penalize the management of the aircraft;
- the insufficient clarity and lack of sensitive information in the maintenance tasks and related figures contained in the AMM, regarding the replacement of internal shock absorber seals, subsequently made clearer by the manufacturer;
- the reported black and white printing of the applied AMM procedures, which could have made the warnings in the manual barely legible.


Accident investigation:
	
 	 
Investigating agency: 	ANSV
Report number: 	final report
Status:	Investigation completed
Duration:	5 years and 5 months
Download report:	 Final report"
1 Aug 2016,Fokker 50,9Q-CBL,Compagnie Africaine d'Aviation - CAA,0,Beni Airport (BNC/FZNP),min,https://aviation-safety.net/wikibase/237769,Fokker 50,F50,13:31,20206,P&W Canada PW125B,Fatalities: 0 / Occupants: 29,0,Incident,Landing,Passenger - Scheduled,Bunia Airport (BUX/FZKA),Beni Airport (BNC/FZNP),"At 5 Nm on a visual approach to Beni Airport, when the landing gear was extended, the crew noted that on the ""CAP"" fault monitoring the ""ANTI SIKID FAULT"" illuminated. The landing was continued in accordance with the procedures in the event of an ""inop"" antiskid.
After landing the PF having difficulty selecting the ""propeller ground idle"" decided to activate the braking by means of the pedals. Suddenly the No. 1 tire on the left main gear burst and a few seconds after tire No. 2 as well.
The aircraft slipped on the two punctured wheels, stopped 250 m from the end of the runway with a wheel deflection at an angle of 90Â°..


Accident investigation:
	
 	 
Investigating agency: 	BPEA
Report number: 	
Status:	Investigation completed
Duration:	
Download report:	 Final report"
3 Jan 2018,Fokker 50,5Y-JWB,Jetways Airlines,0,Bardere Airstrip (HCMD),min,https://aviation-safety.net/wikibase/205803,Fokker 50,F50,09:15,20197,P&W Canada PW125B,Fatalities: 0 / Occupants: 3,0,Incident,Take off,Unknown,Bardere Airstrip (HCMD),Nairobi-Jomo Kenyatta International Airport (NBO/HKJK),"The aircraft took off from runway 33 of Bardere Airstrip, Somalia, at 09:15 on 3 January 2018 with three persons on board â€“ The Captain, First Officer and a Loadmaster. During rotation, the Captain reported a loud noise before gear retraction was initiated. According to the Captain, engine parameters were all good and they suspected they had a tyre burst on takeoff. At 1108, the flight crew reported the incident to Area Control Centre and requested to be allowed to fly directly to JKIA due to the suspected emergency situation. ATC initiated a local standby by informing RFFS, AAID and police of the potential emergency situation. The aircraft landed safely on runway 06 of JKIA at 1227. Inspection of the aircraft after landing revealed that the right main landing gear inboard tyre had low pressure. There was no other visible damage to the aircraft. There was no debris associated with the aircraft on the runway and taxiways after landing. There were no injuries reported as a result of this incident."
19 Mar 2018,Fokker 50,PJ-KVM,Insel Air,0,near Sint Maarten,unk,https://aviation-safety.net/wikibase/207884,Fokker 50,F50,10:15,20288,P&W Canada PW125B,Fatalities: 0 / Occupants: 53,0,,En route,Passenger - Scheduled,Sint Maarten-Juliana Airport (SXM/TNCM),Curaçao-Hato International Airport (CUR/TNCC),"Insel Air flight 7I512 returned to land at Sint Maarten-Juliana Airport (SXM) following an in-flight shut down of engine no.1.
The aircraft, a Fokker 50, departed Sint Maarten at 13:42 hours local time (17:42 UTC). It was en route over the Caribbean Sea at FL200 when the no.1 engine failed. The flight returned and landed back at SXM about 14:50 hours."
4 Jul 2018,Fokker 50,HP-1794PST,Air Panama,0,Bocas del Toro Airport (BOC/MPBO),min,https://aviation-safety.net/wikibase/212898,Fokker 50,F50,,20163,P&W Canada PW125B,Fatalities: 0 / Occupants:,0,,Landing,Passenger - Scheduled,Panama City Albrook-Marcos A. Gelabert International Airport (BLB/MPLB,Bocas del Toro Airport (BOC/MPBO),"A Fokker 50 operated by Air Panama suffered two deflated tyres on the left hand main landing gear after landing at Bocas del Toro Airport, Panama."
18 Aug 2018,Fokker 50,JU-8883,Hunnu Air,0,Ovoot Airport (ZMGT),min,https://aviation-safety.net/wikibase/219767,Fokker 50,F50,,20181,P&W Canada PW125B,Fatalities: 0 / Occupants: 19,0,Incident,En route,Passenger - Scheduled,Ovoot Airport (ZMGT),Ulan Bator-Chinggis Khaan International Airport (ULN/ZMUB),"The Fokker 50, with five crewmembers and fourteen passengers on board, was flying from Ovoot Airport to Chinggis Khaan International Airport in Mongolia. During the climb away from Ovoot Airport, engine torque in the right-hand engine decreased. The crew decided to switch off this engine and return to the airport. The landing was completed without further problems.


Accident investigation:
	
 	 
Report number: 	
Status:	Investigation completed
Duration:	
Download report:	 Final report"
11 Oct 2019,Fokker 50,5Y-IZO,Silverstone Air Services,0,near Nairobi-Wilson Airport (WIL),w/o,https://aviation-safety.net/wikibase/319319,Fokker 50,F50,09:02,20244,Pratt & Whitney Canada PW125B,Fatalities: 0 / Occupants: 55,0,Accident,Take off,Passenger - Scheduled,Nairobi-Wilson Airport (WIL/HKNW),Mombasa-Moi International Airport (MBA/HKMO),"A Fokker 50 operated by Silverstone Air Services veered off the runway during takeoff from runway 14 at Nairobi-Wilson Airport, Kenya.
The aircraft was performing a scheduled flight from Nairobi-Wilson Airport to Mombasa, Lamu and back to Wilson Airport.
At 09:02 local time during the takeoff roll on runway 14, the no.1 (left) engine ITT began to fluctuate, dropping from 707.8 to 175.8. The no.2 (right) engine ITT remained stable. The other parameters of both engines were stable.
The no.1 engine lost power and the IAS dropped from after reaching 110 knots. Simultaneously the aircraft deviated to the
right of the runway axis when it left the paved surface of the runway, before colliding with the airport perimeter fence. It then went through an embankment before coming to rest tilted to the right after the starboard wing made contact with a tree. The passengers were deplaned through the two left hand side front and rear exit doors.
There were 50 passengers and five crew members on board. One passengers sustained serious injuries.


METAR:

05:00 UTC / 08:00 local time:
HKNW 110500Z 07008KT 9999 OVC018 17/16 Q1021


06:00 UTC / 09:00 local time:
HKNW 110600Z 09012KT 9999 BKN020 18/16 Q1022


07:00 UTC / 10:00 local time:
HKNW 110700Z 06014KT 9999 BKN021 19/16 Q1022"
20 Oct 2019,Fokker 50,5Y-SKN,Rudufu Air,0,"Takaba Airstrip, Mandera West",non,https://aviation-safety.net/wikibase/230100,Fokker 50,F50,,20110,P&W Canada PW125B,Fatalities: 0 / Occupants: 30,0,,Take off,Passenger - Scheduled,"Takaba Airstrip, Mandera West",Mandera town,The plane skidded off the runway upon takeoff. No one was injured.
27 Oct 2019,Fokker 50,5Y-SMT,Silverstone Air Services,0,Nairobi-Wilson Airport (WIL/HKNW),non,https://aviation-safety.net/wikibase/230239,Fokker 50,F50,07:25,20177,P&W Canada PW125B,Fatalities: 0 / Occupants:,0,,Taxi,Passenger - Scheduled,Nairobi-Wilson Airport (WIL/HKNW),,A Fokker 50 of Silverstone Air (5Y-SMT) was taxiing from the ramp to the runway when the left-hand wingtip struck the rudder of a parked East African Air Beech Super King Air (5Y-SSB).
12 Nov 2019,Fokker 50,5Y-JWC,Jetways Airlines,0,Garissa airport,non,https://aviation-safety.net/wikibase/231398,Fokker 50,F50,,20118,P&W Canada PW125B,Fatalities: 0 / Occupants:,0,,En route,Cargo,WIL,MGQ,"The aircraft experienced an in-flight engine failure, after which the crew decided for an emergency landing. A safe landing was performed at Garissa airstrip."
5 Jul 2020,Fokker 50,5Y-WFC,Buffair Services,0,Bardere Airstrip (HCMD),min,https://aviation-safety.net/wikibase/237669,Fokker 50,F50,10:30,20250,P&W Canada PW125B,Fatalities: 0 / Occupants: 5,0,Serious incident,Taxi,Cargo,Mogadishu International Airport (MGQ/HCMM),Bardera Airport (BSY/HCMD),"A Fokker 50 was damaged in an incident after landing on runway 15 at Bardere Airstrip in Somalia.
While taxiing into the parking stand, at a ground speed of 10 kts, the right main landing gear collapsed, damaging the right wing, right nose wheel, propeller blades and belly of the airframe.


Accident investigation:
	
 	 
Report number: 	
Status:	Preliminary report
Duration:	
Download report:	 Preliminary report"
19 Sep 2020,Fokker 50,5Y-MHT,"Silverstone Air Services, opf Saacid Airlines",0,Mogadishu Aden Adde International Airport (MGQ),w/o,https://aviation-safety.net/wikibase/319116,Fokker 50,F50,07:55,20171,P&W Canada PW125B,Fatalities: 0 / Occupants: 4,0,Accident,Landing,Cargo,Mogadishu International Airport (MGQ/HCMM),Beledweyne-Ugas Khalif Airport (HCMN),"A Fokker 50 suffered a runway excursion at Mogadishu Aden Adde International Airport in Somalia. It collided with a concrete perimeter wall.
The aircraft operated on a cargo flight to Beledweyne. After takeoff the flight crew elected to turn back to Mogadishu Airport due to an issue with the hydraulics. During an attempted landing on runway 05, the aircraft veered off and impacted the perimeter wall. Both pilots sustained serious injuries as a result.

In a statement, the Somali Ministry of Transport reported that the aircraft was operated by Silverstone Air Services of Kenya.
This airline stopped all scheduled services in November 2019, after the airline was forced to ground their DHC-8 aircraft by authorities.


METAR:

03:00 UTC / 06:00 local time:
HCMM 190300Z 17009KT 9999 BKN020 25/20 Q1012


04:00 UTC / 07:00 local time:
HCMM 190400Z 17008KT 9999 BKN020 26/20 Q1012


05:00 UTC / 08:00 local time:
HCMM 190500Z 19007KT 9999 BKN021 27/21 Q1013


Accident investigation:
	
 	 
Report number: 	
Status:	Preliminary report
Duration:	
Download report:	 Preliminary report"
25 Nov 2021,Fokker 50,SE-MFZ,Amapola Flyg,0,S of Helsinki-Vantaa Airport (HEL/EFHK),non,https://aviation-safety.net/wikibase/269890,Fokker 50,F50,17:07 LT,20159,P&W Canada PW125B,Fatalities: 0 / Occupants: 34,0,Serious incident,Take off,Passenger - Scheduled,Helsinki-Vantaa Airport (HEL/EFHK),Joensuu Airport (JOE/EFJO),"Amapola Flyg flight 322, a Fokker 50, made an emergency return to Helsinki-Vantaa Airport, Finland.

The airplane's warning system triggered a momentary alert during the initial phase of the takeoff run. The pilots heard the alert but did not have sufficient time to diagnose its origin. After liftoff, a failure occurred in the feathering system of the left propeller.
As a result, the propeller feathered but the engine continued to operate at high power. The captain, who was at the controls, continued to fly the airplane while the first officer shut down the left engine in accordance with the engine-out procedure.
The flight crew declared mayday, and air traffic control began to vector the airplane to the departure airport as requested by the flight crew. The flight was following a procedure that could have led to the airplane exiting controlled airspace, bringing it into conflict with a tall transmission tower. The controller responded by providing headings that ensured adequate separation from the tower.
The flight crew made preparations for landing on runway 15. They conducted the applicable checklists. On final approach, when the captain asked the first officer to lower the landing gear, the flight crew noticed that the gear had remained extended during the entire flight. The airplane landed at 17:19 h and taxied to the apron.

Conclusions:
- Upon signal interruption, the autofeather unit commanded feathering of the left propeller, but the engine continued to operate. Handling of similar situations is not drilled during pilot training.
- The pilots failed to raise the landing gear due to high workload and because they did not conduct the after takeoff checklist.
- Pilots should be trained to recognize and handle uncommanded feathering.
- Engine power cannot be used effectively, while the feathered propeller overstresses the engine.
- Both the pilot and the airline should ensure that the pilotâ€™s license contains a valid language proficiency endorsement to enable the pilot to exercise the privileges of a flight crew member.
- A frequency that enables communication between rescue service and flight crews will help both parties to build situational awareness. The frequency should be readily available for flight crews.
- Special attention must be paid on the condition and correct installation of connectors.
- Before issuing an alert, controllers should use the color of the alert form to determine the pushbutton to be operated.
- Air traffic controllers shall agree positively on the responsibility for controlling a flight.
- The appearance of the abbreviation EM in a radar label should be accompanied by an aural alert that would focus the controllerâ€™s attention to the emergency situation.


Accident investigation:
	
 	 
Investigating agency: 	SIAF
Report number: 	
Status:	Investigation completed
Duration:	12 months
Download report:	 Final report"
16 Jul 2022,Fokker 50,5Y-JSN,Icon Aviation,0,Rubkona Airport,sub,https://aviation-safety.net/wikibase/318785,Fokker 50,F50,,20125,P&W Canada PW125B,Fatalities: 0 / Occupants: 3,0,Accident,Landing,Cargo,Juba Airport (JUB/HJJJ),Rubkona Airport,"A Fokker 50 suffered a runway excursion at Rubkona in South Sudan The three crew members survived.
The aircraft was carrying food items from Juba to the United Nations staff stationed near Rubkona.
The engineer reported that a tire blew during landing, causing the aircraft to swerve off the side of the runway.
Photos from the accident show that the left-hand main gear had collapsed. Damage is visible on the left-hand wing tip, nose and cockpit."
18 Jul 2022,Fokker 50,5Y-JXN,Jubba Airways,0,Mogadishu Aden Adde International Airport (MGQ),w/o,https://aviation-safety.net/wikibase/318784,Fokker 50,F50,11:28,20239,Pratt & Whitney Canada PW125B,Fatalities: 0 / Occupants: 36,0,Accident,Landing,Passenger,Baidoa Airport (BIB/HCMB),Mogadishu Aden Adde International Airport (MGQ/HCMM),"A Jubba Airways Fokker 50 crashed during landing on runway 05 at Mogadishu Aden Adde International Airport (MGQ), Somalia.
During the final approach to runway 05, the aircraft experienced windshear at a low altitude, after which the pilots lost control of the aircraft.
The Fokker 50 then hit the runway hard and the left-hand wing broke at the wing root. The aircraft rolled inverted and came to rest next to the runway. A fire broke out, but was extinguished by fire fighters.
Three passengers suffered minor injuries."
25 Sep 2022,Fokker 50,5Y-FAI,Freedom Airline Express,0,Nairobi-Jomo Kenyatta International Airport (NBO/HKJK),sub,https://aviation-safety.net/wikibase/318749,Fokker 50,F50,,20282,Pratt & Whitney Canada PW127B,Fatalities: 0 / Occupants:,0,Serious incident,Standing,Passenger,Nairobi-Jomo Kenyatta International Airport (NBO/HKJK),Mogadishu International Airport (MGQ/HCMM),"A Freedom Airline Fokker 50 sustained substantial damage in an accident on the apron at Nairobi-Jomo Kenyatta International Airport (NBO/HKJK).
The crew ferried the aircraft from Nairobi-Wilson to NBO and on arrival, the aircraft was taxied to terminal 2-M22 where the chocks were placed and the Ground Power Unit connected. The captain reported that the crew then disembarked to perform walk rounds as per the relevant checklist from which no anomalies were reported.
The flight crew then proceeded to do their briefing with the ground handling personnel and gave the boarding clearance. On completion, the captain reported, having obtained the engine start clearance and requested the ground handlers to remove the GPU and the chocks. The GPU was, however, not clear at the time the aircraft began taxiing and consequently, the aircraft engine no.2 propeller impacted the GPU, causing the separation of two propeller blades and damage to the remaining four blades. Shrapnel penetrated the fuselage above RH window number 5.

The Captain immediately shut down the engines and commanded the cabin crew to evacuate the passengers to the terminal building as per emergency evacuation procedures.
The aircraft sustained substantial damage to its RH Engine and shrapnel penetrated the upper part of the fuselage above the RH window NUMBER 5. The GPU was damaged and no injuries were reported .


Accident investigation:
	
 	 
Investigating agency: 	AAID Kenya
Report number: 	
Status:	Preliminary report
Duration:	
Download report:	 Preliminary report"
29 Oct 2022,Fokker 50,5Y-SKN,Air Kasai,0,North of Kinshasa,unk,https://aviation-safety.net/wikibase/300303,Fokker 50,F50,03:35,20110,P&W Canada PW125B,Fatalities: 0 / Occupants:,0,,En route,Passenger - Non-Scheduled/charter/Air Taxi,Kinshasa-N'Djili Airport (FIH/FZAA),SÃ©tif-Ain Arat Airport (QSF/DAAS),"The Fokker 50 aircraft of Air KasaÃ¯ was struck by lightning, 90 minutes after takeoff from Kinshasa-N'Djili Airport (FIH).
The aircraft returned and safely landed at FIH. An inspection revealed that an alternator had been damaged in the lightning strike.
The flight was carrying the D.R.C. Under 23 football team to Algeria for a match."
18 Jan 2024,Fokker 50,5Y-JWG,Jetways Airlines,1,Ceelbarde Airstrip,w/o,https://aviation-safety.net/wikibase/349987,Fokker 50,F50,11:30,20191,P&W Canada PW125B,Fatalities: 1 / Occupants: 4,0,Accident,Landing,Cargo,,Ceelbarde Airstrip,"The Fokker 50 went off the runway and subsequently collided with a house. There were four crew members on board. A pilot was killed, one person was seriously injured and two people suffered minor injuries. The aircraft was severely damaged.
The aircraft was transporting humanitarian aid on behalf to the United Nations World Food Program (WFP)."
19 Feb 2024,Fokker 50,D6-AIB,R'Komor,0,Anjouan-Ouani Airport (AJN/FMCV),min,https://aviation-safety.net/wikibase/351795,Fokker 50,F50,,20335,P&W Canada PW125B,Fatalities: 0 / Occupants:,0,,Landing,Passenger,MohÃ©li-Bandar es Eslam Airport (NWA/FMCI),Anjouan-Ouani Airport (AJN/FMCV),"An R Komor Fokker 50 experienced a tire burst when landing at Ouani Airport (AJN/FMCV), Anjouan, and veered off the runway.
There were no personal injuries and the aircraft received minor Damage."
